City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Ola,RU,2022-08-16 23:27:51,59.5833,151.2833,59.14,90,100,6.31
252,Quang Ngai,VN,2022-08-16 23:26:45,15.1167,108.8,76.17,89,99,5.37
253,Tsabong,BW,2022-08-16 23:27:52,-26.0217,22.401,60.98,15,60,14.29
254,Jamestown,US,2022-08-16 23:27:52,42.097,-79.2353,68.05,67,75,11.01
255,Majene,ID,2022-08-16 23:27:53,-3.5403,118.9707,77.36,85,100,0.72
256,Fortuna,US,2022-08-16 23:27:53,40.5982,-124.1573,72.93,73,0,14.97
257,Bereda,ES,2022-08-16 23:27:53,43.2686,-7.5406,62.42,100,100,6.64
258,Vyartsilya,RU,2022-08-16 23:27:54,62.1764,30.693,60.62,100,10,3.8
259,Funtua,NG,2022-08-16 23:27:54,11.5233,7.3081,67.28,96,77,7.14
260,Rudbar,AF,2022-08-16 23:27:55,30.15,62.6,83.93,19,0,9.13
261,Snezhnogorsk,RU,2022-08-16 23:27:55,69.1933,33.2531,64.18,84,44,11.65
262,Codrington,AU,2022-08-16 23:27:55,-38.2667,141.9667,50.31,78,100,12.71
263,Alugan,PH,2022-08-16 23:23:18,12.2188,125.4808,76.82,87,100,1.97
264,Mareeba,AU,2022-08-16 23:27:56,-17.0,145.4333,68.43,40,2,2.24
265,Katsuura,JP,2022-08-16 23:27:56,35.1333,140.3,80.62,86,99,11.92
266,Areia Branca,BR,2022-08-16 23:27:57,-4.9561,-37.1369,79.29,59,3,23.24
267,Saint Anthony,US,2022-08-16 23:27:42,45.0205,-93.218,80.94,53,100,10.36
268,Santiago,CL,2022-08-16 23:27:57,-33.4569,-70.6483,50.85,85,100,9.22
269,Mulanje,MW,2022-08-16 23:27:57,-16.0316,35.5,63.84,88,93,5.5
270,Artyom,AZ,2022-08-16 23:27:58,40.4723,50.333,71.74,62,0,8.66
271,Cabo San Lucas,MX,2022-08-16 23:23:37,22.8909,-109.9124,87.51,73,75,6.91
272,Eureka,US,2022-08-16 23:24:26,40.8021,-124.1637,71.37,77,24,5.01
273,Shingu,JP,2022-08-16 23:27:59,33.7333,135.9833,84.51,76,99,6.04
274,Plettenberg Bay,ZA,2022-08-16 23:27:59,-34.0527,23.3716,52.57,80,76,4.43
275,Lebu,CL,2022-08-16 23:27:59,-37.6167,-73.65,47.95,75,81,19.26
276,Bajil,YE,2022-08-16 23:28:00,15.0584,43.2851,88.12,62,67,5.95
277,Ochamchira,GE,2022-08-16 23:28:00,42.7121,41.4721,75.29,93,22,3.02
278,Beringovskiy,RU,2022-08-16 23:29:01,63.05,179.3167,45.09,70,100,13.4
279,Lazarev,RU,2022-08-16 23:29:01,52.225,141.5131,62.65,84,0,2.39
280,Sungai Pelek,MY,2022-08-16 23:29:01,2.6449,101.717,78.93,94,20,0.0
281,Praia Da Vitoria,PT,2022-08-16 23:25:39,38.7333,-27.0667,71.85,73,75,11.32
282,Wicklow,IE,2022-08-16 23:29:02,53.0,-6.4167,50.07,74,3,7.05
283,Nome,US,2022-08-16 23:29:03,64.5011,-165.4064,51.87,51,40,17.27
284,Baiyin,CN,2022-08-16 23:29:03,36.5583,104.2081,73.17,68,24,3.58
285,Agaro,ET,2022-08-16 23:29:03,7.85,36.65,61.56,98,100,1.3
286,Dikson,RU,2022-08-16 23:29:04,73.5069,80.5464,41.18,87,100,25.95
287,Tieli,CN,2022-08-16 23:29:04,46.95,128.05,68.58,70,0,4.41
288,Te Anau,NZ,2022-08-16 23:29:04,-45.4167,167.7167,48.15,95,98,0.4
289,Qaanaaq,GL,2022-08-16 23:29:05,77.484,-69.3632,43.7,58,100,5.5
290,Envira,BR,2022-08-16 23:29:05,-7.3,-70.2167,75.99,79,82,1.63
291,Buchanan,LR,2022-08-16 23:29:06,5.8808,-10.0467,74.82,82,100,8.32
292,Talnakh,RU,2022-08-16 23:29:06,69.4865,88.3972,51.21,82,50,4.38
293,Broken Hill,AU,2022-08-16 23:29:07,-31.95,141.4333,53.22,60,46,10.38
294,Gimli,CA,2022-08-16 23:29:07,50.6336,-96.9907,74.26,64,86,5.08
